picture_url,category,shipping,price,time_published,url,uuid,hotness,editors_choice,time_modified,title,description
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hnzcfofifhklhoto5ias",PORTABLE SPEAKERS,free shipping,$56,2018-01-05T05:15:44-05:00,https://www.dealnews.com/Nyne-Adventure-Portable-Bluetooth-Speaker-for-56-free-shipping/2172329.html,2172329,2,,,Nyne Adventure Portable Bluetooth Speaker,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172329"">Nyne Adventure Portable Bluetooth Speaker</a> for <strong>$55.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $44. It features NFC pairing, a 100-foot wireless range, and up to 12 hours of playtime per charge. Deal ends today."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e8jwjvdtxktxhl3oalgy",HOME FURNITURE,pickup at Home Depot,$259,2018-01-05T05:07:29-05:00,https://www.dealnews.com/Martha-Stewart-Living-Ingrid-File-Cabinet-for-259-pickup-at-Home-Depot/2172323.html,2172323,3,,,Martha Stewart Living Ingrid File Cabinet,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172323"">Martha Stewart Living Ingrid File Cabinet</a> in Rubbed Gray for <strong>$258.60</strong>. Opt for in-store <strong>pickup</strong> to dodge the $55 shipping fee. That's $172 off and the lowest price we could find. Deal ends January 7."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z1n5oejcjoooghp9yvoc",TVS,free shipping,$350,,https://www.dealnews.com/Sharp-50-4-K-LED-LCD-Roku-Smart-TV-for-350-free-shipping/2172326.html,2172326,3,True,2018-01-05T09:06:01-05:00,"Sharp 50"" 4K LED LCD Roku Smart TV","As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172326"">Sharp 49.5"" 4K LED-Backlit LCD Ultra HD Smart Television</a>, model no. LC-50LBU591U, for <strong>$349.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago, $150 off list, and the lowest price we've seen. It features a 3840x2160 (4K) native resolution, WiFi, Roku content streaming (Netflix, Youtube, Pandora, and more), USB, and three HDMI inputs. It also includes a 30-day Sling TV Live Streaming Service subscription. Deal ends today."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhvr3dnen647iudtsqxg",HOME FURNITURE,free shipping,$175,,https://www.dealnews.com/Home-Decorators-Collection-Hamilton-Bench-for-175-free-shipping/2172317.html,2172317,4,,2018-01-05T09:35:33-05:00,Home Decorators Collection Hamilton Bench,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172317"">Home Decorators Collection Hamilton Bench</a> in Worn Black for <strong>$174.50</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $61. Each cabinet features an adjustable shelf. Deal ends January 7."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zq0krujos8ihla1sxccm",AUTOMOTIVE,free shipping w/ Prime,"20% off, from $10",2018-01-05T04:51:22-05:00,https://www.dealnews.com/Bosch-Insight-Wiper-Blades-at-Amazon-20-off-from-10-free-shipping-w-Prime/2172320.html,2172320,5,,,Bosch Insight Wiper Blades at Amazon,"Amazon cuts <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172320"">Bosch Insight Wiper Blades</a>, with prices starting from <strong>$9.51</strong>. (Prices are as marked.) Plus, Prime members bag <strong>free shipping</strong>. Each features an internal tension spring and integrated spoiler."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3kt5jsvvn8htj41wten",HAIR CARE,free shipping,$20,2018-01-05T04:50:04-05:00,https://www.dealnews.com/Tec.Bean-Ionic-Hair-Straightener-Brush-for-20-free-shipping/2172311.html,2172311,1,,,Tec.Bean Ionic Hair Straightener Brush,"Nova Tech via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172311"">Tec.Bean Ionic Hair Straightener Brush</a> for $35.99. Coupon code ""451NBDD8"" cuts it to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's tied with our November mention and the lowest price we could find by $25. It features five heat settings and auto-shut off. Deal ends February 28."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uonv4lsdhp0kvi3kzvyg",ACCESSORIES,pickup at Best Buy,$3,2018-01-05T04:41:23-05:00,https://www.dealnews.com/Insignia-Switch-Game-Storage-Case-for-3-pickup-at-Best-Buy/2172308.html,2172308,3,,,Insignia Switch Game Storage Case,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172308"">Insignia Switch Game Storage Case</a> for <strong>$2.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $3.99 shipping charge. That's $7 off and the best price we could find. It features storage for up to 16 game cards."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",CREDIT CARDS,,"50,000 bonus points",2018-01-04T14:27:34-05:00,"https://www.dealnews.com/lw/click.html?20,2,2171954",2171954,,,,Chase Sapphire Preferred® Card,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>"
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krppejsiqdiporlite2q",MATTRESSES,free shipping,from $459.. or less,,https://www.dealnews.com/Serta-Luxury-Hybrid-Super-Pillowtop-Mattress-from-459..-or-less-free-shipping/2172314.html,2172314,4,,2018-01-05T09:33:18-05:00,Serta Luxury Hybrid Super Pillowtop Mattress,"Sam's Club continues to offer the Serta Perfect Sleeper Luxury Hybrid Glenmoor Super Pillowtop Mattress in several sizes from <strong>$459</strong> with <strong>free shipping</strong>, as listed below. (Non-members pay an additional 10% off, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097404,2172314"">1-year membership</a> for $45.) Deal ends January 28. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097407,2172314"">Twin</a> for <strong>$459</strong> (low by $340)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172314"">Queen</a> for <strong>$469</strong> (pictured, low by $505)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097410,2172314"">Full</a> for <strong>$569</strong> (low by $380)
 </li>
</ul>
Don't mind picking it up? With stock varying by ZIP code, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097413,2172314"">Queen</a> is also available for <strong>$369</strong> with in-store <strong>pickup</strong>."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ctslfgfrgeqsew1qsoiv",GLASSES & CONTACT LENSES,free shipping,25% off,2018-01-05T04:33:58-05:00,https://www.dealnews.com/Contact-Lenses-at-Walgreens-25-off-free-shipping/2171603.html,2171603,2,,,Contact Lenses at Walgreens,"Walgreens takes <strong>25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171603"">contact lenses</a> via coupon code ""CYBER25"". Even better, all orders receive <strong>free shipping</strong>. Some exclusions may apply. Deal ends January 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>"
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxgjdi3rsxmqcl4fhvko",EXERCISE EQUIPMENT,free shipping,from $800,2018-01-05T04:30:11-05:00,https://www.dealnews.com/Pro-Form-Premier-900-Treadmill-from-800-free-shipping/2172152.html,2172152,3,,,ProForm Premier 900 Treadmill,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172152"">ProForm Premier 900 Treadmill</a> for <strong>$799.99</strong> with <strong>free shipping</strong>. (Non-members pay a $40 surcharge.) That's the lowest price we could find by $199. It tracks speed, time, distance, calories burned, heart rate, and incline stats, and features a touchscreen display, fan, QuickSpeed control, Quick Incline control, ProShox cushioning, and sound system. Deal ends January 28."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cni1pzq7ospuohjjeqpx",BOOKS,free shipping,$13,,https://www.dealnews.com/Stress-Less-Coloring-Books-5-Pack-for-13-free-shipping/2172305.html,2172305,3,True,2018-01-05T09:05:11-05:00,Stress Less Coloring Books 5-Pack,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172305"">Stress Less Coloring Books 5-Pack</a> for <strong>$12.99</strong> with <strong>free shipping</strong>. That's $2 under our mention from a week ago, $2.59 per book, and the lowest price we could find for this quantity by $30. It includes Mosaic, Flower, Peaceful Patterns, Animals, and Bohemian patterns. Deal ends today.<br>
<br>
Note: You can also <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097401,2172305"">buy two or more sets</a> at <strong>$9.99</strong> each."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i9cimz0yczmnunypbrjh","MOVIES, MUSIC, BOOKS",free shipping w/ $25,Up to 20% off,,https://www.dealnews.com/Barnes-Noble-Coupon-Up-to-20-off-free-shipping-w-25/2172125.html,2172125,2,,2018-01-05T06:33:59-05:00,Barnes & Noble Coupon,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172125"">Barnes &amp; Noble</a> takes <b>15% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097263,2172125"">orders of $40 or more</a>, or <b>20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097266,2172125"">orders of $75 or more</a> via coupon code ""FRESHSTART"". Shipping starts at <b>$3.99</b>, although orders of $25 or more bag free shipping. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s286/Barnes-Noble/"">Barnes &amp; Noble Coupons</a>.</p>"
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tt9h7pjtdti31y9xnc2p",CLOTHING & ACCESSORIES,free shipping w/ $40,Up to 70% off,2018-01-05T04:12:55-05:00,https://www.dealnews.com/Asos-Final-Call-Sale-Up-to-70-off-free-shipping-w-40/2172296.html,2172296,3,,,Asos Final Call Sale,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172296"">Asos</a> takes <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097389,2172296"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097392,2172296"">women's sale styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097395,2172296"">Last Call Sale</a>. Shipping is a flat <strong>$4</strong>, but orders of $40 or more bag free shipping. Deal ends January 18."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mpznk1dqgyyrhine8i36",POWER TOOLS,free shipping,$10,2018-01-05T04:11:53-05:00,https://www.dealnews.com/Ironton-63-pc-Titanium-Coated-Drill-Bit-Set-for-10-free-shipping/2172302.html,2172302,3,,,Ironton 63pc Titanium-Coated Drill Bit Set,"Northern Tool via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172302"">Ironton 63-Piece Titanium-Coated Drill Bit Set</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $10 off list, and the lowest price we could find. It includes drill bits from 1/16"" to 3/8"" in 1/64"" increments."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sabajumg0fyvbjaselay",SHAVING & GROOMING,pickup at Walmart,$10,2018-01-05T04:07:31-05:00,https://www.dealnews.com/Gillette-Justice-League-Gift-Pack-for-10-pickup-at-Walmart/2172299.html,2172299,3,,,Gillette Justice League Gift Pack,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172299"">Gillette Justice League Gift Pack</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention and the lowest price we could find by $5. It includes a Fusion5 ProShield handle, two cartridges, 16-oz. Hydrator Body Wash, 3.8-oz. Clear Gel Cool Wave Antiperspirant & Deodorant, and 6-oz. Fusion Proglide Sensitve Ocean Breeze Shave Gel."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xb6zqetzoi2eddqkicg3",SUPPLEMENTS,free shipping,"30% off, from $5",,https://www.dealnews.com/Hydroxycut-Purely-Inspired-at-Amazon-30-off-from-5-free-shipping/2172284.html,2172284,4,,2018-01-05T09:32:04-05:00,Hydroxycut & Purely Inspired at Amazon,"As one of its daily deals, Amazon takes <strong>30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097398,2172284"">Hydroxycut and Purely Inspired products</a>, with prices starting from <strong>$4.89</strong>. Plus, these products' prices also drop via on-page clippable coupons and/or with Subscribe & Save. With the latter, they also bag <strong>free shipping</strong>. Deal ends today. A couple of best bets, with final prices after coupons and Subscribe & Save:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097386,2172284"">Hydroxycut Weight Loss Mixed Fruit Gummies 90-Count Pack</a> for <strong>$9.74</strong> (low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172284"">Purely Inspired Organic Protein Powder 1.5-lb. Tub</a> for <strong>$9.97</strong> (pictured, low by $13)
 </li>
</ul>
Note: Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",CREDIT CARDS,,$150 cash rewards offer,2018-01-03T11:25:50-05:00,"https://www.dealnews.com/lw/click.html?20,2,2170991",2170991,,,,Bank of America® Cash Rewards Credit Card,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>"
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tavtqtwo3onqeqsozb1j",CLOTHING & ACCESSORIES,free 2-day s&h w/ $50,Up to 55% off,,https://www.dealnews.com/Patagonia-at-Backcountry-Up-to-55-off-free-2-day-s-h-w-50/2172293.html,2172293,5,,2018-01-05T06:16:39-05:00,Patagonia at Backcountry,"Backcountry takes <strong>up to 55% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172293"">Patagonia apparel and accessories</a>. (Prices are as marked.) Shipping starts at <strong>$5.95</strong>, but orders of $50 or more qualify for free 2-day shipping. Note that these discounts are on past-season styles, and that sizes are limited."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nydytr6iireeli1zgzpz",CHAIRS,free shipping,from $349,,https://www.dealnews.com/Milano-Leather-Chair-and-Storage-Ottoman-from-349-free-shipping/2172290.html,2172290,4,,2018-01-05T09:30:10-05:00,Milano Leather Chair and Storage Ottoman,"Sam's Club offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172290"">Abbyson Living Milano Leather Oversized Chair and Storage Ottoman</a> for <strong>$349</strong> with <strong>free shipping</strong>. (Non-members pay a $34.90 surcharge.) That's tied with last week's mention and the lowest price we could find by $58. It includes three toss pillows."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ff7xotz0rpmufinvfgco",KIDS' CLOTHES,pickup at Walmart,$4,,https://www.dealnews.com/Only-Girls-Girls-Blanket-Sleeper-for-4-pickup-at-Walmart/2172269.html,2172269,3,True,2018-01-05T09:04:33-05:00,Only Girls Girls' Blanket Sleeper,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172269"">Only Girls Girls' Blanket Sleeper</a> in several colors (Black & Pink pictured) for <strong>$4</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention, $9 off list, and the lowest price we could find. It's available in sizes XS to L."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kigjjwajp1xfmkldd4r7",AMAZON COUPONS,free shipping w/ Prime,50% off or more,,https://www.dealnews.com/Amazon-Warehouse-Deals-Closeout-Sale-50-off-or-more-free-shipping-w-Prime/2172278.html,2172278,5,,2018-01-05T08:35:55-05:00,Amazon Warehouse Deals Closeout Sale,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172278"">Amazon Warehouse Deals</a> continues to cut <strong>at least 50% off</strong> a vast selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097374,2172278"">open-box, used, and closeout items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097377,2172278"">Bargain Bin Closeout Sale</a>. Plus, Prime members receive <strong>free shipping</strong>. It yields solid savings on a huge variety of items, like apparel, accessories, toys, electronics, and music."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yiubo6elcax5uallm0en",SHIRTS,free shipping,$8,,https://www.dealnews.com/Gap-Mens-Oxford-Standard-Fit-Shirt-for-8-free-shipping/2172281.html,2172281,5,,2018-01-05T08:33:16-05:00,Gap Men's Oxford Standard Fit Shirt,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172281"">Gap Men's Oxford Standard Fit Shirt</a> in several colors (Imperial Blue pictured) for $12.97. Coupon code ""HAPPY"" cuts it to <strong>$7.78</strong>. Plus, coupon code ""ITSFREE"" bags <strong>free shipping</strong>. That's $42 off and the lowest price we could find. It's available in select sizes from XS to XL."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k2x0oqwcr01mksxxsuac",SHOES,free shipping,$53,2018-01-05T03:45:01-05:00,https://www.dealnews.com/Clarks-Mens-Boots-2-Champion-Hoodies-for-53-free-shipping/2172275.html,2172275,3,,,Clarks Men's Boots + 2 Champion Hoodies,"Bon-Ton offers a pair of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172275"">Clarks Men's Bushacre 2 Casual Boots</a> in Green bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097353,2172275"">two Champion Men's Powerblend Fleece Hoodies</a> in an array of colors for <strong>$52.79</strong> with <strong>free shipping</strong>, via the directions below. That's the lowest price we could find for these items sold separately by $42. The boots are available in sizes 8 to 13 and the hoodies, in select sizes from M to XXL.
<ol>
 <li>Add a pair of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097356,2172275"">boots</a> to your cart (at $46.79)
 </li>
 <li>add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097359,2172275"">two hoodies</a> to your cart (for a total of $102.79)
 </li>
 <li>apply coupon code ""FREESHIP49"" at checkout for <strong>free shipping</strong>
 </li>
 <li>apply ""ZWINTERSAVE"" for a final price of <strong>$52.79</strong>
 </li>
</ol>"
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n6hk8va7ewppdryjvrx1",KIDS' SHOES,free shipping,$6 w/ $25,2018-01-05T03:37:11-05:00,https://www.dealnews.com/Adidas-Girls-Goletto-VI-FG-J-Soccer-Shoes-for-6-w-25-free-shipping/2172272.html,2172272,3,,,adidas Girls' Goletto VI FG J Soccer Shoes,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172272"">adidas Girls' Performance Goletto VI FG J Soccer Shoes</a> in Black/White/Shock Pink for <strong>$5.65</strong> with <strong>free shipping</strong>. Excluding padding, that's the lowest price we could find by $19. They're available (at this price) in sizes 2,3, 11, and 13.<br>
<br>
Note: This item is offered as part of Amazon's ""add-on program"" and can only be purchased with an order of $25 or more."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kuapomd0ikwytts9hw6k",MATTRESSES,free shipping,from $100,,https://www.dealnews.com/Plush-Memory-Foam-Spring-Mattress-from-100-free-shipping/2172029.html,2172029,4,,2018-01-05T09:27:30-05:00,Plush Memory Foam & Spring Mattress,"Antique2004 via eBay offers the Plush Organic Memory Foam & Spring Mattress in several sizes, as listed below. Plus, all orders receive <strong>free shipping</strong>. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172029"">Twin</a> for <strong>$99.99</strong> ($300 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097365,2172029"">Full</a> for <strong>$129.99</strong> ($390 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097368,2172029"">Queen</a> for <strong>$149.95</strong> ($450 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097371,2172029"">King</a> for <strong>$179.95</strong> ($540 off)
 </li>
</ul>"
